Outlet_ID,,Items_ID,Predicted_Outlet_Sales
OUT010,134,FDE36,721.7127318111047
OUT010,135,FDE47,139.21273181110473
OUT010,136,FDV27,-418.53726818889527
OUT010,137,FDZ50,972.4627318111047
OUT010,138,FDE21,16.83773181110473
OUT010,139,FDZ13,-1096.1622681888953
OUT010,140,FDQ28,549.3377318111047
OUT010,141,FDR33,-176.03726818889527
OUT010,142,FDM24,511.21273181110473
OUT010,143,FDK48,-669.7872681888953
OUT010,144,NCV54,-22.78726818889527
OUT010,145,FDB04,-525.9122681888953
OUT010,146,NCB43,955.0877318111047
OUT010,147,FDW34,1916.8377318111047
OUT010,148,FDQ20,-1174.5372681888953
OUT010,149,FDT16,2209.5877318111047
OUT010,150,FDP33,2070.3377318111047
OUT010,151,FDQ52,1921.3377318111047
OUT010,152,FDL39,947.7127318111047
OUT010,153,FDU11,1.4627318111047316
OUT010,154,FDI27,-1142.5372681888953
OUT010,155,FDX47,618.9627318111047
OUT010,156,FDH32,-374.03726818889527
OUT010,157,DRK13,1157.4627318111047
OUT010,158,FDZ19,900.8377318111047
OUT010,159,FDI28,-673.6622681888953
OUT010,160,FDA13,-1305.5372681888953
OUT010,161,NCJ06,-16.16226818889527
OUT010,162,FDM46,-467.78726818889527
OUT010,163,NCU30,618.0877318111047
OUT010,164,FDM40,298.33773181110473
OUT010,165,FDX59,-1335.4122681888953
OUT010,166,FDP21,1134.5877318111047
OUT010,167,NCN42,376.21273181110473
OUT010,168,DRZ24,-29.91226818889527
OUT010,169,NCW05,-239.28726818889527
OUT010,170,NCT53,725.8377318111047
OUT010,171,FDN32,1067.7127318111047
OUT010,172,FDA52,887.4627318111047
OUT010,173,FDQ33,447.71273181110473
OUT010,174,NCQ18,-408.16226818889527
OUT010,175,NCJ54,1736.0877318111047
OUT010,176,FDS47,-553.7872681888953
OUT010,177,FDH02,-370.66226818889527
OUT010,178,FDR11,607.0877318111047
OUT010,179,NCW29,133.83773181110473
OUT010,180,FDZ56,814.2127318111047
OUT010,181,NCL19,364.33773181110473
OUT010,182,FDY22,349.46273181110473
OUT010,183,FDA02,395.58773181110473
OUT010,184,FDW39,979.8377318111047
OUT010,185,FDX28,-291.16226818889527
OUT010,186,FDL15,528.5877318111047
OUT010,187,FDF44,265.83773181110473
OUT010,188,NCS38,-140.66226818889527
OUT010,189,FDD40,1156.7127318111047
OUT010,190,FDJ32,-861.0372681888953
OUT010,191,FDJ02,536.9627318111047
OUT010,192,FDT31,1106.0877318111047
OUT010,193,FDB20,-647.1622681888953
OUT010,194,FDW14,-459.28726818889527
OUT010,195,FDL27,-808.4122681888953
OUT010,196,FDF02,-238.53726818889527
OUT010,197,FDV19,693.5877318111047
OUT010,198,FDL12,-898.1622681888953
OUT010,199,FDY37,447.33773181110473
OUT010,200,NCC42,287.83773181110473
OUT010,201,FDD58,-350.03726818889527
OUT010,202,FDT59,1767.5877318111047
OUT010,203,NCX30,1973.5877318111047
OUT010,204,FDT27,1846.0877318111047
OUT010,205,FDU28,1072.9627318111047
OUT010,206,FDC51,52.96273181110473
OUT010,207,FDW16,-402.91226818889527
OUT010,208,FDP32,108.08773181110473
OUT010,209,FDX36,1649.4627318111047
OUT010,210,FDJ60,743.8377318111047
OUT010,211,FDK33,1486.7127318111047
OUT010,212,FDA09,889.2127318111047
OUT010,213,FDY58,1719.0877318111047
OUT010,214,FDY36,-728.0372681888953
OUT010,215,NCJ31,1770.8377318111047
OUT010,216,DRL11,604.0877318111047
OUT010,217,FDF29,199.71273181110473
OUT010,218,DRM48,-1361.6622681888953
OUT010,219,FDI04,1205.0877318111047
OUT010,220,FDL03,1269.5877318111047
OUT010,221,FDW49,897.8377318111047
OUT010,222,DRO35,-55.91226818889527
OUT010,223,NCG42,104.33773181110473
OUT010,224,FDR19,393.08773181110473
OUT010,225,NCM19,-115.41226818889527
OUT010,226,DRG23,453.46273181110473
OUT010,227,NCM31,314.71273181110473
OUT010,228,FDD45,-371.66226818889527
OUT010,229,FDI41,416.96273181110473
OUT010,230,FDH04,-434.41226818889527
OUT010,231,FDI53,617.7127318111047
OUT010,232,FDB09,104.71273181110473
OUT010,233,FDX35,1745.0877318111047
OUT010,234,FDB11,1665.9627318111047
OUT010,235,FDD22,-132.03726818889527
OUT010,236,FDW01,535.7127318111047
OUT010,237,FDC03,1186.7127318111047
OUT010,238,NCO18,881.3377318111047
OUT010,239,FDA26,1524.5877318111047
OUT010,240,FDF59,124.58773181110473
OUT010,241,FDT14,-4.912268188895268
OUT010,242,FDX08,974.9627318111047
OUT010,243,FDP10,-277.03726818889527
OUT010,244,DRJ47,810.9627318111047
OUT010,245,FDN20,834.4627318111047
OUT010,246,FDD05,6.587731811104732
OUT010,247,NCD30,-369.91226818889527
OUT010,248,FDZ47,-284.78726818889527
OUT010,249,FDC32,-426.16226818889527
OUT010,250,NCC06,102.96273181110473
OUT010,251,FDG28,2001.9627318111047
OUT010,252,DRF01,301.58773181110473
OUT010,253,FDJ12,1445.7127318111047
OUT010,254,FDV23,100.33773181110473
OUT010,255,FDR58,-453.28726818889527
OUT010,256,FDJ53,-19.28726818889527
OUT010,257,FDW25,-472.03726818889527
OUT010,258,NCM17,-1168.9122681888953
OUT010,259,FDS25,-141.03726818889527
OUT010,260,NCQ43,-246.91226818889527
OUT010,261,FDM22,-977.4122681888953
OUT010,262,NCY29,-1028.1622681888953
OUT010,263,FDH31,-217.28726818889527
OUT010,264,FDG56,-838.6622681888953
OUT010,265,FDN50,-301.41226818889527
OUT010,266,FDQ03,1829.8377318111047
OUT010,267,FDS60,938.2127318111047
OUT010,268,FDP37,67.58773181110473
OUT010,269,FDU13,363.71273181110473
OUT010,270,FDL26,561.9627318111047
OUT010,271,NCT18,895.8377318111047
OUT010,272,DRH37,699.4627318111047
OUT010,273,FDB59,1226.8377318111047
OUT010,274,FDN21,655.5877318111047
OUT010,275,FDY52,-893.7872681888953
OUT010,276,FDU20,73.33773181110473
OUT010,277,FDY45,2065.4627318111047
OUT010,278,FDT09,229.96273181110473
OUT010,279,FDC57,1235.7127318111047
OUT010,280,FDZ57,144.58773181110473
OUT010,281,FDF09,-1266.0372681888953
OUT010,282,DRG37,528.4627318111047
OUT010,283,FDT47,-310.16226818889527
OUT010,284,DRE15,-680.7872681888953
OUT010,285,NCU41,1110.0877318111047
OUT010,286,NCF43,344.71273181110473
OUT010,287,FDT25,34.46273181110473
OUT010,288,FDH05,1731.5877318111047
OUT010,289,FDH20,-262.41226818889527
OUT010,290,FDF39,2251.5877318111047
OUT010,291,NCS41,994.7127318111047
OUT010,292,FDB23,1737.4627318111047
OUT010,293,DRM11,2207.5877318111047
OUT010,294,FDT45,-1003.5372681888953
OUT010,295,DRI03,851.8377318111047
OUT010,296,FDV50,52.71273181110473
OUT010,297,FDM56,-169.91226818889527
OUT010,298,FDV40,-713.1622681888953
OUT010,299,FDC22,1124.0877318111047
OUT010,300,FDH41,1414.8377318111047
OUT010,301,FDS55,473.33773181110473
OUT010,302,FDZ52,-211.03726818889527
OUT010,303,FDK41,-612.1622681888953
OUT010,304,FDV58,1165.5877318111047
OUT010,305,NCT54,-380.91226818889527
OUT010,306,DRJ39,1513.2127318111047
OUT010,307,FDA40,-516.2872681888953
OUT010,308,FDU09,-958.1622681888953
OUT010,309,DRP47,2020.7127318111047
OUT010,310,DRG48,403.58773181110473
OUT010,311,FDU52,582.2127318111047
OUT010,312,FDO32,-1157.1622681888953
OUT010,313,NCO05,-365.16226818889527
OUT010,314,NCE19,-1104.9122681888953
OUT010,315,FDD51,-1142.4122681888953
OUT010,316,FDW15,485.46273181110473
OUT010,317,NCC07,-231.53726818889527
OUT010,318,FDK36,-1082.4122681888953
OUT010,319,FDO31,-561.4122681888953
OUT010,320,FDO36,932.7127318111047
OUT010,321,FDD14,991.8377318111047
OUT010,322,FDK57,34.58773181110473
OUT010,323,DRE13,-495.03726818889527
OUT010,324,DRG13,639.4627318111047
OUT010,325,DRD12,-525.0372681888953
OUT010,326,FDT37,2163.4627318111047
OUT010,327,NCV06,1105.7127318111047
OUT010,328,FDY28,1519.9627318111047
OUT010,329,FDH12,-225.03726818889527
OUT010,330,NCM18,-926.4122681888953
OUT010,331,NCY54,750.0877318111047
OUT010,332,FDE23,-1079.9122681888953
OUT010,333,FDV03,557.3377318111047
OUT010,334,FDY14,2239.4627318111047
OUT010,335,FDX24,-418.03726818889527
OUT010,336,FDB47,1407.0877318111047
OUT010,337,FDS39,355.71273181110473
OUT010,338,FDV56,-73.41226818889527
OUT010,339,NCK31,-1076.6622681888953
OUT010,340,FDP57,-244.16226818889527
OUT010,341,FDZ40,-1050.9122681888953
OUT010,342,FDU03,969.7127318111047
OUT010,343,FDZ49,1563.3377318111047
OUT010,344,FDR15,621.4627318111047
OUT010,345,FDO01,188.58773181110473
OUT010,346,FDZ36,1073.9627318111047
OUT010,347,FDN46,-310.28726818889527
OUT010,348,FDO20,2101.8377318111047
OUT010,349,FDX19,1769.3377318111047
OUT010,350,FDB44,1464.0877318111047
OUT010,351,FDN02,1335.0877318111047
OUT010,352,FDQ26,-981.5372681888953
OUT010,353,FDV10,-1148.0372681888953
OUT010,354,FDI36,1233.0877318111047
OUT010,355,NCO54,-1030.5372681888953
OUT010,356,FDX46,-941.7872681888953
OUT010,357,NCY06,105.08773181110473
OUT010,358,FDT23,-641.5372681888953
OUT010,359,FDR13,24.46273181110473
OUT010,360,FDO27,-384.66226818889527
OUT010,361,FDN31,1138.4627318111047
OUT010,362,FDF11,1948.7127318111047
OUT010,363,DRJ25,-1156.9122681888953
OUT010,364,FDT60,52.33773181110473
OUT010,365,FDI15,2173.2127318111047
OUT010,366,NCH43,1459.8377318111047
OUT010,367,FDA23,-307.91226818889527
OUT010,368,FDC10,22.71273181110473
OUT010,369,FDC44,-112.66226818889527
OUT013,0,DRL59,915.1189818111047
OUT013,1,FDA31,2827.2439818111047
OUT013,2,FDC26,1834.1814818111047
OUT013,3,FDM03,1717.9939818111047
OUT013,4,FDA09,2925.0877318111047
OUT013,5,FDT04,638.1814818111047
OUT013,6,FDI35,2936.9314818111047
OUT013,7,FDA14,2306.8064818111047
OUT013,8,FDU58,3060.4002318111047
OUT013,9,NCT29,1970.4314818111047
OUT013,10,NCU05,1329.8377318111047
OUT013,11,FDX24,1543.6502318111047
OUT013,12,FDM14,1810.1814818111047
OUT013,13,FDE21,1949.2439818111047
OUT013,14,FDV24,2439.9939818111047
OUT013,15,FDS23,2076.3689818111047
OUT013,16,FDH08,3733.4314818111047
OUT013,17,FDF11,3887.8377318111047
OUT013,18,FDR45,3835.1814818111047
OUT013,19,FDW40,2286.1189818111047
OUT013,20,FDY45,4053.3064818111047
OUT013,21,DRE03,770.9939818111047
OUT013,22,FDY35,818.1502318111047
OUT013,23,NCT42,2361.1814818111047
OUT013,24,DRD01,972.6189818111047
OUT013,25,FDH33,693.6814818111047
OUT013,26,DRZ24,1897.6814818111047
OUT013,27,NCB07,3070.7439818111047
OUT013,28,FDS10,2866.8064818111047
OUT013,29,FDI12,1448.5877318111047
OUT013,30,NCW42,3491.4939818111047
OUT013,31,NCL54,2789.3064818111047
OUT013,32,FDO49,911.8689818111047
OUT013,33,FDR16,3402.8689818111047
OUT013,34,FDJ46,2774.4002318111047
OUT013,35,FDY04,2631.6814818111047
OUT013,36,FDP45,4031.9314818111047
OUT013,37,FDS32,2334.9314818111047
OUT013,38,FDP31,1106.9939818111047
OUT013,39,FDJ07,1946.7127318111047
OUT013,40,FDM46,1486.9314818111047
OUT013,41,FDU45,1876.5564818111047
OUT013,42,FDQ58,2434.1189818111047
OUT013,43,FDK03,4009.0877318111047
OUT013,44,FDU44,2647.8377318111047
OUT013,45,FDM57,1440.3064818111047
OUT013,46,FDK32,2540.1502318111047
OUT013,47,FDE52,1455.6189818111047
OUT013,48,NCM42,1739.1189818111047
OUT013,49,FDV58,3110.6189818111047
OUT013,50,FDH05,3701.5564818111047
OUT013,51,DRK37,3012.3689818111047
OUT013,52,FDT58,2665.8377318111047
OUT013,53,FDK28,4079.4314818111047
OUT013,54,DRY23,749.8064818111047
OUT013,55,FDB09,2027.1502318111047
OUT013,56,FDQ32,2103.2752318111047
OUT013,57,NCP06,2380.8377318111047
OUT013,58,FDI53,2616.0564818111047
OUT013,59,FDX32,2358.3064818111047
OUT013,60,DRN11,2276.5564818111047
OUT013,61,DRJ37,2422.9627318111047
OUT013,62,DRN59,812.6189818111047
OUT013,63,DRD49,3701.7127318111047
OUT013,64,FDW35,754.9627318111047
OUT013,65,FDI09,4013.4627318111047
OUT013,66,FDY10,1818.4314818111047
OUT013,67,FDK44,2804.9314818111047
OUT013,68,FDU03,2961.5564818111047
OUT013,69,NCE06,2547.3689818111047
OUT013,70,FDW39,2882.0564818111047
OUT013,71,FDS52,1644.9627318111047
OUT013,72,NCF54,2755.9314818111047
OUT013,73,NCP54,1964.3377318111047
OUT013,74,DRL49,2287.1189818111047
OUT013,75,DRC13,2049.9314818111047
OUT013,76,FDZ44,1965.4627318111047
OUT013,77,FDS09,873.8689818111047
OUT013,78,FDX08,2944.6814818111047
OUT013,79,FDE41,1435.0877318111047
OUT013,80,FDM34,2091.9627318111047
OUT013,81,FDX43,2728.7127318111047
OUT013,82,FDH12,1743.5877318111047
OUT013,83,FDO11,4048.8689818111047
OUT013,84,FDL36,1475.7127318111047
OUT013,85,FDP21,3084.7127318111047
OUT013,86,FDD20,2086.9002318111047
OUT013,87,FDL25,1555.8377318111047
OUT013,88,FDX28,1612.0564818111047
OUT013,89,NCD31,2586.6814818111047
OUT013,90,FDI34,3662.8064818111047
OUT013,91,FDF14,2472.3377318111047
OUT013,92,FDH09,1048.9002318111047
OUT013,93,FDB34,1406.2752318111047
OUT013,94,DRG51,2584.6814818111047
OUT013,95,NCM29,2105.0877318111047
OUT013,96,FDS01,2912.1814818111047
OUT013,97,FDE09,1840.5564818111047
OUT013,98,FDP59,1774.3377318111047
OUT013,99,FDJ28,3038.0877318111047
OUT013,100,FDU52,2479.4002318111047
OUT013,101,FDG04,3001.6189818111047
OUT013,102,FDP12,702.5252318111047
OUT013,103,FDV55,2390.4939818111047
OUT013,104,FDG35,2890.6814818111047
OUT013,105,FDO04,921.1189818111047
OUT013,106,NCP18,2359.8689818111047
OUT013,107,FDS03,1086.6814818111047
OUT013,108,FDX22,3412.8377318111047
OUT013,109,FDS50,3473.5877318111047
OUT013,110,NCN14,2945.1502318111047
OUT013,111,FDT15,2985.7439818111047
OUT013,112,NCB19,1378.0252318111047
OUT013,113,FDH22,2007.9002318111047
OUT013,114,FDJ36,1693.1502318111047
OUT013,115,FDU09,966.3064818111047
OUT013,116,FDY08,2316.9939818111047
OUT013,117,FDT47,1658.4314818111047
OUT013,118,NCB31,4075.6189818111047
OUT013,119,FDF41,3834.3064818111047
OUT013,120,FDQ22,694.8377318111047
OUT013,121,DRF48,3022.1502318111047
OUT013,122,FDV01,2538.2439818111047
OUT013,123,FDX48,2538.7439818111047
OUT013,124,DRO47,1805.9314818111047
OUT013,125,FDQ25,2812.6189818111047
OUT013,126,NCM31,2299.7752318111047
OUT013,127,FDB41,823.6814818111047
OUT013,128,FDR34,3660.0564818111047
OUT013,129,FDG58,2516.1502318111047
OUT013,130,FDO45,1472.3689818111047
OUT013,131,FDZ19,2832.3689818111047
OUT013,132,FDW57,2853.7439818111047
OUT013,133,FDA25,1756.3064818111047
OUT013,134,FDP51,1974.5252318111047
OUT013,135,FDC15,2430.3064818111047
OUT013,136,FDD36,1952.0877318111047
OUT013,137,FDR07,1623.2127318111047
OUT013,138,FDQ08,1086.0252318111047
OUT013,139,FDQ12,3684.8689818111047
OUT013,140,FDT11,3073.1814818111047
OUT013,141,FDB08,2620.8064818111047
OUT013,142,NCO02,1066.2127318111047
OUT013,143,FDT38,1362.4627318111047
OUT013,144,FDJ53,1927.8689818111047
OUT013,145,FDQ36,633.3064818111047
OUT013,146,DRI51,2689.2127318111047
OUT013,147,NCX54,1661.2752318111047
OUT013,148,DRE01,3795.7752318111047
OUT013,149,FDX51,3157.5564818111047
OUT013,150,FDV23,1993.8689818111047
OUT013,151,FDR20,883.4314818111047
OUT013,152,FDA11,1573.4002318111047
OUT013,153,FDR39,2945.4314818111047
OUT013,154,NCH55,2026.4002318111047
OUT013,155,FDO16,1352.1189818111047
OUT013,156,DRF23,2792.9939818111047
OUT013,157,FDU33,786.8689818111047
OUT013,158,FDT13,3035.8689818111047
OUT013,159,DRI39,894.2439818111047
OUT013,160,FDI08,4041.8064818111047
OUT013,161,NCR41,1583.1814818111047
OUT013,162,FDA27,4043.8064818111047
OUT013,163,NCY05,633.1814818111047
OUT013,164,DRH01,2769.8377318111047
OUT013,165,FDY39,3004.8689818111047
OUT013,166,FDY44,3182.5564818111047
OUT013,167,DRL60,2408.8689818111047
OUT013,168,FDI07,3229.1814818111047
OUT013,169,FDR47,3103.4002318111047
OUT013,170,FDT52,3912.5877318111047
OUT013,171,NCF06,4118.025231811105
OUT013,172,FDT59,3675.2439818111047
OUT013,173,FDK15,1635.1814818111047
OUT013,174,NCS42,1446.4002318111047
OUT013,175,FDE34,2895.4939818111047
OUT013,176,FDI40,1626.4002318111047
OUT013,177,FDG22,707.1502318111047
OUT013,178,NCO41,1601.3064818111047
OUT013,179,FDF17,3136.9939818111047
OUT013,180,FDC56,1975.9002318111047
OUT013,181,NCL29,2497.9939818111047
OUT013,182,FDF26,2533.1814818111047
OUT013,183,FDY02,4135.618981811105
OUT013,184,FDK48,1305.2752318111047
OUT013,185,FDH24,2551.7752318111047
OUT013,186,FDA32,3498.2752318111047
OUT013,187,FDR03,3352.0252318111047
OUT013,188,NCJ42,1659.0564818111047
OUT013,189,FDJ08,3054.5564818111047
OUT013,190,FDC20,995.0564818111047
OUT013,191,FDX12,3900.1814818111047
OUT013,192,NCY54,2689.8377318111047
OUT013,193,FDP52,3685.3689818111047
OUT013,194,FDG28,3912.9314818111047
OUT013,195,DRG39,856.8064818111047
OUT013,196,FDK46,4102.118981811105
OUT013,197,FDQ01,4098.587731811105
OUT013,198,FDT60,1986.3377318111047
OUT013,199,FDQ55,1983.0564818111047
OUT013,200,FDR08,1858.4002318111047
OUT013,201,FDR44,2175.4939818111047
OUT013,202,NCX41,3361.3689818111047
OUT013,203,FDP01,2518.3064818111047
OUT013,204,NCW41,2511.6189818111047
OUT013,205,DRC49,2323.6189818111047
OUT013,206,FDC45,2738.6502318111047
OUT013,207,DRG27,661.4002318111047
OUT013,208,FDU31,3568.5877318111047
OUT013,209,FDB53,2339.9627318111047
OUT013,210,FDW19,1880.3689818111047
OUT013,211,FDV36,2100.4002318111047
OUT013,212,FDP56,912.3377318111047
OUT013,213,DRJ01,2567.6189818111047
OUT013,214,FDN32,2979.9627318111047
OUT013,215,FDV07,1827.3689818111047
OUT013,216,FDU14,3944.3377318111047
OUT013,217,DRC27,3888.0877318111047
OUT013,218,DRI11,1882.2752318111047
OUT013,219,FDQ04,732.4627318111047
OUT013,220,FDP39,852.6502318111047
OUT013,221,FDZ02,1602.8064818111047
OUT013,222,FDP32,2143.2439818111047
OUT013,223,FDD22,1841.3064818111047
OUT013,224,DRK59,3727.4939818111047
OUT013,225,NCO42,2317.9002318111047
OUT013,226,DRM47,3074.1189818111047
OUT013,227,FDP04,1066.6814818111047
OUT013,228,FDD59,1409.6189818111047
OUT013,229,NCM18,999.8689818111047
OUT013,230,FDC23,2908.1502318111047
OUT013,231,FDY46,2976.2439818111047
OUT013,232,DRF60,3771.0877318111047
OUT013,233,NCR42,563.8689818111047
OUT013,234,FDO25,3367.9002318111047
OUT013,235,FDF58,1073.3689818111047
OUT013,236,FDE24,2270.6814818111047
OUT013,237,NCL41,622.8689818111047
OUT013,238,FDR22,1835.2439818111047
OUT013,239,NCC18,2753.4314818111047
OUT013,240,NCI18,3507.9939818111047
OUT013,241,FDU55,4169.525231811105
OUT013,242,FDZ07,1098.9939818111047
OUT013,243,FDT39,2509.5564818111047
OUT013,244,DRC12,3006.7439818111047
OUT013,245,FDG44,920.4002318111047
OUT013,246,DRE15,1225.6502318111047
OUT013,247,FDW04,2129.7439818111047
OUT013,248,FDV43,806.2752318111047
OUT013,249,FDG21,2596.7439818111047
OUT013,250,NCE43,2663.7439818111047
OUT013,251,FDO57,2566.2439818111047
OUT013,252,FDJ56,1660.4002318111047
OUT013,253,FDM16,1266.4314818111047
OUT013,254,FDV33,4166.431481811105
OUT013,255,FDY09,2797.2439818111047
OUT013,256,NCQ30,1931.3064818111047
OUT013,257,NCH06,3853.2439818111047
OUT013,258,FDH04,1532.9627318111047
OUT013,259,FDF59,2102.9314818111047
OUT013,260,FDT01,3421.1189818111047
OUT013,261,NCS30,2011.9314818111047
OUT013,262,FDP58,3460.3064818111047
OUT013,263,FDJ16,925.3064818111047
OUT013,264,FDR33,1774.3377318111047
OUT013,265,FDY50,1392.5252318111047
OUT013,266,FDO56,1995.5564818111047
OUT013,267,DRH59,1257.0877318111047
OUT013,268,NCU30,2616.8377318111047
OUT013,269,FDC48,1371.5877318111047
OUT013,270,FDK27,2009.2439818111047
OUT013,271,FDT35,2715.7439818111047
OUT013,272,FDJ27,1685.9939818111047
OUT013,273,FDX10,667.4002318111047
OUT013,274,FDL15,2456.6189818111047
OUT013,275,FDT22,958.2752318111047
OUT013,276,FDG20,2904.8064818111047
OUT013,277,FDY33,2552.5877318111047
OUT013,278,DRJ25,817.6814818111047
OUT013,279,NCI54,1765.2752318111047
OUT013,280,FDA28,2073.3689818111047
OUT013,281,NCK07,2640.1814818111047
OUT013,282,NCA53,839.8689818111047
OUT013,283,FDH57,2136.5877318111047
OUT013,284,NCU29,2353.6189818111047
OUT013,285,FDN44,2626.1189818111047
OUT013,286,FDB50,1310.7439818111047
OUT013,287,FDD48,1898.6189818111047
OUT013,288,NCB30,3119.4939818111047
OUT013,289,FDK25,2725.5564818111047
OUT013,290,FDV15,1640.1814818111047
OUT013,291,FDY43,2726.3689818111047
OUT013,292,FDG40,589.1189818111047
OUT013,293,FDM21,4069.9939818111047
OUT013,294,NCW06,3029.0877318111047
OUT013,295,FDT33,2743.0877318111047
